,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
262,6732871,"Ueno,Asakusa,subway2min.3BR,6BED,*Luxuary house*",22601823,Jiyoung,,Taito Ku,35.71145,139.79418,Entire home/apt,32036,2,130,2020-01-25,2.29,2,348
263,6738906,"★Ueno,Asakusa, subway 2min.2BR,3BED,narita51min",22601823,Jiyoung,,Taito Ku,35.71218,139.79426999999998,Entire home/apt,17050,2,121,2020-02-09,2.13,2,329
264,6749824,1 hour from the airport.,35340956,Yoshio,,Taito Ku,35.7242,139.77766,Private room,4452,1,110,2020-01-28,2.36,2,222
265,6750472,Open Sale･Best Location Asakusa,30828383,美香,,Taito Ku,35.71434,139.79047,Entire home/apt,4995,3,196,2020-02-06,3.53,11,66
267,6785470,DOMUS MUSASHINO -Sakura View-,35525878,Kanako,,Kodaira Shi,35.72607,139.51101,Entire home/apt,4995,5,58,2019-12-28,1.07,1,182
269,6803014,"Mid-Tokyo, Nature-Rich - Designer""Tiny"" House",35614067,Kan,,Minato Ku,35.63463,139.72773,Entire home/apt,9774,3,133,2020-02-02,2.37,1,86
270,6805147,"最适合家族旅游的新型民宿,期待您的光临!",35623696,巍,,Adachi Ku,35.770959999999995,139.77913999999998,Entire home/apt,16833,2,85,2019-11-23,1.56,1,98
272,6815505,Omotesando House.表参道/南青山,35684204,Junko,,Minato Ku,35.66494,139.7189,Entire home/apt,6842,3,130,2020-02-18,2.36,2,205
279,6860160,5min to HND. Cozy & Clean House. Free pocket wifi,35441750,Rin,,Ota Ku,35.551159999999996,139.74103,Entire home/apt,14986,2,156,2020-02-02,2.78,1,167
281,6874108,[M4A] Shinjuku/Shin-Okubo 5 min Comfy Real Beds,20957992,Cookie,,Shinjuku Ku,35.70187,139.70651999999998,Entire home/apt,13249,2,128,2020-01-06,2.29,12,258
282,6875368,One hour from the (Website hidden by Airbnb) access to all,35340956,Yoshio,,Taito Ku,35.72413,139.77771,Private room,4452,1,115,2020-01-22,2.05,2,191
285,6939875,"Woman,family&couples only.",35828905,Kanako,,Shinagawa Ku,35.61031,139.72065,Private room,4018,1,152,2020-02-07,2.71,1,211
286,6939941,#301 Licensed.Tatami. 7mins Sta,30883070,Takeshi,,Koto Ku,35.68285,139.81551000000002,Hotel room,4995,1,297,2020-02-12,5.24,8,148
287,6975801,"Japanese Modern Studio, 2 stops to Shinjuku (#2)",36396507,Yuka,,Shibuya Ku,35.67722,139.68068,Entire home/apt,49955,1,139,2020-02-26,2.46,6,163
290,7043818,Shinjuku area ♪ quiet Tokyo ♪ monthly available,34076095,Yumi,,Shinjuku Ku,35.687709999999996,139.72077,Entire home/apt,14118,5,146,2019-10-21,2.6,2,190
296,7094852,Sweet fantasy house / Free-Wi-Fi,35051740,Yasuko&Rintaro,,Toshima Ku,35.73069,139.69825,Entire home/apt,14009,2,207,2019-10-23,3.66,3,196
297,7095347,"IKEBUKURO Japanese ""Mingei"" room",35051740,Yasuko&Rintaro,,Toshima Ku,35.73652,139.7116,Entire home/apt,14009,2,235,2020-01-27,4.18,3,253
299,7123125,Condo 201 (Fully Renovated Flat in Central Tokyo),37312047,Kae,,Minato Ku,35.65892,139.75449,Entire home/apt,15964,30,66,2018-08-15,1.19,3,164
301,7162899,☆Japanese-style guest house near Asakusa & Skytree,37087932,Keita,,Sumida Ku,35.70944,139.80193,Private room,4018,2,246,2019-11-28,4.61,3,71
302,7170836,直通新宿/秋叶原/东京/成田机场/独栋整租二厕二卫 最大12人入住/步行9分天然温泉/车站接送行李,37525225,爽,,Katsushika Ku,35.72358,139.85843,Entire home/apt,23023,1,97,2020-01-21,3.46,2,341
303,7217107,#212 Good access. Convenient. 7mins to Sta.,30883070,Takeshi,,Koto Ku,35.68285,139.81551000000002,Hotel room,2498,1,259,2020-02-10,4.63,8,292
304,7227038,"Azabu- spacious apt,Hammock♥",37836517,Akari,,Minato Ku,35.655840000000005,139.73425,Entire home/apt,18461,1,198,2020-02-23,3.51,1,287
306,7310511,#214 Licensed. Convenient. 7mins to Sta.,30883070,Takeshi,,Koto Ku,35.68285,139.81551000000002,Hotel room,2498,1,224,2020-01-14,4.02,8,243
309,7349832,Tokyo JRHirai St. take a walk9minutes apartment101,37012733,Mariko,,Edogawa Ku,35.70165,139.84284,Entire home/apt,4452,14,61,2019-11-27,1.1,3,84
310,7351459,A lot of sunshine,38520116,Yoko,,Shinjuku Ku,35.71063,139.6959,Entire home/apt,9991,2,184,2020-01-31,3.85,1,109
312,7358397,"Peaceful Riverside View, Asakusa",37545792,Harumi,,Taito Ku,35.705090000000006,139.79442,Entire home/apt,24977,2,156,2020-02-18,2.89,1,109
313,7370013,#302 Private. 2 small double beds. 7mins from Sta.,30883070,Takeshi,,Koto Ku,35.68285,139.81551000000002,Hotel room,6950,1,261,2020-02-11,4.65,8,283
314,7389965,#213 licensed. ToeiShinjuku&Hanzomon.7min to Sta.,30883070,Takeshi,,Koto Ku,35.68285,139.81551000000002,Shared room,2498,1,235,2020-02-11,4.24,8,270
315,7393044,#211 Licensed. Convenient. 7mins to Sta.,30883070,Takeshi,,Koto Ku,35.68285,139.81551000000002,Shared room,2498,1,230,2020-01-20,4.11,8,298
318,7450080,Japanese style room near Shinjuku,39017078,Lina,,Suginami Ku,35.68217,139.6546,Private room,4235,1,191,2019-12-11,3.41,1,226
319,7465252,★Otsuka Sta 2min/accessible B&B/SAKURAHOUSE#303★,27335625,Chihiro,,Toshima Ku,35.730979999999995,139.7276,Private room,6190,2,139,2020-02-24,2.54,15,149
320,7465311,★Otsuka Sta 2min/accessible B&B/SAKURAHOUSE#303B★,27335625,Chihiro,,Toshima Ku,35.73105,139.72722,Private room,6842,2,124,2020-02-10,2.23,15,133
321,7465471,★Otsuka Sta 2min/accessible B&B/SAKURAHOUSE#306★,27335625,Chihiro,,Toshima Ku,35.72995,139.73526,Private room,4778,2,174,2020-02-25,3.18,15,152
322,7465490,★Otsuka Sta 2min/accessible B&B/SAKURAHOUSE#301★,27335625,Chihiro,,Toshima Ku,35.730340000000005,139.72807,Private room,6516,2,67,2020-02-17,1.22,15,180
323,7466348,【SAKURAHOUSE】2mins to sta.!Cozy and Convenient!309,27335625,Chihiro,,Toshima Ku,35.73105,139.72722,Private room,12054,1,105,2020-02-05,1.98,15,191
327,7625528,[S6B] Shinjuku/Shin-Okubo 5 min Bright Apt,20957992,Cookie,,Shinjuku Ku,35.70193,139.70606999999998,Entire home/apt,12271,2,93,2020-01-23,1.68,12,326
328,7641713,★Otsuka Sta 2min/accessible B&B/SAKURAHOUSE#307★,27335625,Chihiro,,Toshima Ku,35.73105,139.72722,Private room,9991,2,106,2020-01-09,1.98,15,165
329,7641736,★Otsuka Sta 2min/accessible B&B/SAKURAHOUSE#308★,27335625,Chihiro,,Toshima Ku,35.73105,139.72722,Private room,9991,2,78,2020-02-17,1.44,15,178
330,7641752,★Otsuka Sta 2min/accessible B&B/SAKURAHOUSE#305★,27335625,Chihiro,,Toshima Ku,35.73107,139.7274,Private room,4778,2,225,2020-02-15,4.05,15,98
331,7641757,★Otsuka Sta 2min/accessible B&B/SAKURAHOUSE#302★,27335625,Chihiro,,Toshima Ku,35.73148,139.72756,Private room,6516,2,57,2020-02-18,1.03,15,171
332,7665605,BLENDIA Share house : Homestay #4,29311815,Motoki,,Shinagawa Ku,35.62622,139.70796,Shared room,2389,1,79,2020-01-12,1.48,6,278
334,7688270,Short wk Mejiro & Ikebuku 83sq.3BD Family House#D1,40344857,Yuko And Ken,,Toshima Ku,35.72323,139.70616,Entire home/apt,17376,1,214,2019-12-29,3.87,1,110
337,7754062,East Shinjuku Big room 25 square★,38216568,Yuu,,Shinjuku Ku,35.69385,139.71178,Entire home/apt,11837,29,131,2019-11-05,2.39,3,240
338,7782741,"2 minutes to Shinjuku, 3-story house",40951044,Lei,,Shinjuku Ku,35.703140000000005,139.70352,Entire home/apt,23891,2,134,2020-02-11,2.56,7,254
340,7876373,"Nihonbasi/Imperial Palace/Akihabara,walk 15min",41516927,Yoshihito,,Chuo Ku,35.68882,139.77683000000002,Private room,3801,2,124,2020-02-03,2.7,16,125
341,7876385,"Tokyo sta/Nihonbasi/Imperial Palace/Ginza, #402",41516927,Yoshihito,,Chuo Ku,35.68697,139.7784,Private room,4778,2,168,2020-02-10,3.64,16,141
342,7876639,"Center of Tokyo,Quite Area Location #405",41516927,Yoshihito,,Chuo Ku,35.6868,139.77648,Private room,4018,2,130,2020-01-31,2.79,16,124
347,7903097,#1 close to Ikebkuro东京池袋附近民宿,9542500,Akira Jiang,,Itabashi Ku,35.76037,139.68316000000002,Private room,4452,3,72,2020-01-21,1.36,3,175
348,7905760,●Licensed●5min walk to Asakusa Sta. Huge room,27821041,Kenta,,Sumida Ku,35.70623,139.79883,Entire home/apt,49955,3,68,2020-02-11,1.26,3,358
349,7911710,#1 Bed private room near ikebukuro,9542500,Akira Jiang,,Itabashi Ku,35.76088,139.68431,Private room,4452,3,75,2020-01-14,1.39,3,194
351,7938869,100-year-old wooden house,41865642,Yuki,,Shibuya Ku,35.6497,139.72036,Entire home/apt,19982,3,156,2020-01-25,2.89,1,107
353,7940713,IKEBUKURO Comfy room for travellers,29681737,文娟,,Nerima Ku,35.764179999999996,139.66995,Private room,4995,1,119,2020-01-06,2.24,5,350
357,7956999,大江戸線 西新宿五丁目Station 3 mins / 27㎡ / pocket wifi #3,18132812,Kazumi,,Shinjuku Ku,35.69142,139.68524,Entire home/apt,8036,2,159,2020-02-16,2.93,12,257
358,7962460,Nature Green Happy stay +pocket wifi :),24230913,Yuni,,Arakawa Ku,35.72827,139.77696,Entire home/apt,9448,3,173,2020-02-11,3.16,8,303
359,7965448,Shinagawa area  2 min to station!  room#2,19532514,Josh F,,Shinagawa Ku,35.59877,139.73915,Entire home/apt,7385,5,38,2020-02-12,1.22,3,114
360,8005428,"Ikebukuro one-story house, 4 guests, wi-fi",42261512,Kanae&Tsunaki,,Toshima Ku,35.73238,139.70753,Entire home/apt,12054,3,215,2020-01-28,3.95,5,66
362,8053973,"NO-3 The mountains,Onsen and Cuisine in Tokyo!",28596639,Tatsuhiro,,Akiruno Shi,35.72927,139.28398,Private room,4887,1,75,2019-11-18,1.63,5,275
363,8054021,"NO-2 The mountains,Onsen and Cuisine in Tokyo!",28596639,Tatsuhiro,,Akiruno Shi,35.72927,139.28398,Private room,4887,1,145,2020-02-05,2.64,5,315
364,8059922,Shinagawa area  2 min to station!  room #1,19532514,Josh F,,Shinagawa Ku,35.59877,139.73915,Entire home/apt,7385,4,68,2020-02-06,2.1,3,96
366,8105976,"Easy to airport,Asakusa,Skytree,Ginza,Akihabara",12369727,Kei,,Katsushika Ku,35.7353,139.85195,Entire home/apt,9774,3,231,2020-02-22,4.28,1,68
370,8173177,"Japanese Modern Apt, 2 Stops to Shinjuku (#3)",36396507,Yuka,,Shibuya Ku,35.67837,139.68001,Entire home/apt,49955,1,154,2020-02-01,2.82,6,148
372,8230682,R6…Downtown Tokyo/OMoTeNaShi breakfast/Clean House,42045692,Mami,,Adachi Ku,35.76663,139.78882,Private room,4018,3,66,2019-11-25,1.5,4,148
373,8246244,House Near Shinjuku Central Park!!!,43430911,Ming Yang,,Shinjuku Ku,35.69024,139.68741,Entire home/apt,39964,2,160,2020-01-25,2.94,4,313
374,8274487,Modern Studio  for 3 in Shinagawa,5749679,Sayoko,,Shinagawa Ku,35.61595,139.7268,Entire home/apt,8796,2,213,2020-02-20,3.94,2,128
375,8297870,Room available in Brand New House,7212968,Jason,,Toshima Ku,35.7427,139.71026,Private room,4344,3,73,2020-01-10,1.55,2,105
378,8332946,Near SkyTree Aakusa Oshiage station Free wifi,43721134,Shio,,Sumida Ku,35.706720000000004,139.81335,Entire home/apt,8036,2,130,2020-01-30,2.41,2,183
381,8360930,Shibuya Station - Sunny tatami room,22554284,Satoko & Seb,,Shibuya Ku,35.6579,139.6984,Entire home/apt,13140,30,142,2020-01-14,2.63,1,200
382,8361293,Roppongi Shed House / + wifi,7923349,Rintaro,,Minato Ku,35.66328,139.73228999999998,Entire home/apt,14986,2,207,2019-12-05,3.86,2,226
383,8372308,East Toranomon is the Central Tokyo,43230315,Hirotake,,Minato Ku,35.667120000000004,139.7517,Entire home/apt,15747,1,198,2020-02-19,3.91,2,254
385,8380577,New Studio - 5min to Shinjuku (2),13521173,Alba & Cupidon,,Shinjuku Ku,35.68919,139.7053,Entire home/apt,9231,4,220,2020-02-05,4.11,2,67
387,8411830,MAX 8PPL!! Comfy Apt for Group@SHIBUYA #B10,20133711,K-Taro,,Shibuya Ku,35.65809,139.70735,Entire home/apt,9991,2,148,2020-01-03,2.77,1,142
388,8416408,"Near SHIBUYA Quiet Area, free pocket wifi provided",34561184,Tanya & Toshiro,,Setagaya Ku,35.651920000000004,139.66968,Private room,7928,1,60,2019-11-15,1.11,5,322
389,8432637,①Unique Sento Apartment in Asakusa,44395003,Yuichi,,Taito Ku,35.711009999999995,139.78497,Entire home/apt,7928,2,204,2020-01-03,3.94,4,194
391,8447162,Enjoy the huge house☆Easy around the central TOKYO,14382431,Kyoko,,Setagaya Ku,35.66437,139.66295,Entire home/apt,23457,3,122,2020-01-19,2.31,1,280
393,8450948,Recommended for families,44316986,Yukio,,Machida Shi,35.59061,139.46899,Entire home/apt,4452,1,107,2020-02-13,2.18,2,302
394,8468825,Tokyo life style like you live here,42380408,Satoru & Kazue,,Shibuya Ku,35.653690000000005,139.70893,Entire home/apt,10968,2,158,2020-02-13,2.95,2,72
396,8535467,"10mins to Asakusa, Ueno, Akihabara! Free wi-fi !",27484181,Hiroto,,Taito Ku,35.71978,139.78869,Entire home/apt,8036,180,66,2018-07-03,1.34,2,83
397,8567795,"*Beautiful, Sunny, & Quiet Apt Close to Metro",44812749,Japanstay,,Suginami Ku,35.67275,139.65971000000002,Entire home/apt,4561,1,110,2020-01-20,2.06,21,322
398,8571885,New Open Asakusa House 【ASH】,45113403,Asakusa Senzoku House,,Taito Ku,35.72183,139.79361,Entire home/apt,19982,2,78,2019-12-23,1.53,5,238
400,8583538,1min SKYTREE #6★Kids/WiFi FREE★Modern 1BR,44539668,Elie,,Sumida Ku,35.708909999999996,139.81316,Entire home/apt,16290,1,85,2020-01-28,1.59,2,277
401,8583657,Large family welcome! 1min SKYTREE Kids/WiFi Free★,44539668,Elie,,Sumida Ku,35.70909,139.81271999999998,Entire home/apt,15747,1,116,2020-02-02,2.25,2,337
402,8583857,Shinjuku 2min Shinkubo 4min wiFi,43979015,Ohkubo,,Shinjuku Ku,35.69979,139.70293999999998,Entire home/apt,12054,1,257,2020-02-10,5.36,9,166
403,8584656,New Open【ASH】Private Room 1,45113403,Asakusa Senzoku House,,Taito Ku,35.72187,139.79254,Private room,4018,2,118,2020-02-24,2.21,5,173
404,8618595,Calm House near Shinjuku/Shibuya #305,43751877,Masami,,Shibuya Ku,35.67949,139.67874,Entire home/apt,14986,2,307,2020-02-24,5.8,13,133
405,8619851,2 bedrooms & living room  spacious 103㎡ flat,26761196,Yoko,,Nakano Ku,35.717220000000005,139.64895,Entire home/apt,19982,6,51,2019-10-28,1.15,1,75
406,8625466,R5…Tokyo downtown/OMoTeNaShi breakfast/Clean House,42045692,Mami,,Adachi Ku,35.76665,139.78882,Private room,3475,3,50,2020-01-01,1.13,4,158
407,8636716,"SHINJUKU, JAPANESE FAMILY!!",43680640,Makiko (真紀子),,Shinjuku Ku,35.721990000000005,139.68249,Private room,13032,1,201,2020-01-29,3.81,2,75
408,8673124,Near Yokota AB 5min  1st fl Loft type one room.108,45557046,Shukichi,,Fussa Shi,35.745490000000004,139.33493,Private room,3367,2,62,2020-01-04,1.18,4,186
410,8721245,Grand opening on february 1st.,43214550,Kouhei,,Shinjuku Ku,35.71155,139.71171999999999,Entire home/apt,13032,3,160,2020-02-11,3.27,4,73
413,8731635,lovely new town house by Sky Tree,45410526,Josie,,Sumida Ku,35.71702,139.81335,Private room,4018,1,110,2020-01-20,2.39,5,200
416,8762745,CozySpaceShinjuku Kabukicho! Min. 30Days Rent Only,32375531,Calbee,,Shinjuku Ku,35.70009,139.71077,Entire home/apt,10968,30,155,2019-07-21,2.9,2,343
417,8783754,New! near Sensoji Temple Free WiFi,43145433,武志,,Taito Ku,35.71649,139.79907,Entire home/apt,7819,2,193,2020-02-17,4.04,2,103
418,8784897,"Big Studio Apt, 2 Stops to Shinjuku (#4)",36396507,Yuka,,Shibuya Ku,35.67863,139.67954,Entire home/apt,49955,1,173,2020-02-11,3.28,6,174
419,8787209,New Open【ASH】Private Room 2,45113403,Asakusa Senzoku House,,Taito Ku,35.72435,139.79683,Private room,4018,2,87,2020-02-15,1.66,5,141
420,8787700,5 mins to SHIBUYA station!!,10418750,Kazu,,Shibuya Ku,35.65828,139.69552,Entire home/apt,14009,1,168,2020-01-02,3.17,1,83
421,8815730,"Simple Cozy Apt, 2 Stops to Shinjuku (#5)",36396507,Yuka,,Shibuya Ku,35.67904,139.68033,Entire home/apt,49955,1,134,2020-02-19,2.53,6,163
423,8831986,FAMILY HOME★TRAIN 1min!★FOOD AREA★AIRPORT DIRECT!,34441930,Tokyo Family,,Arakawa Ku,35.74196,139.78122,Entire home/apt,9991,28,83,2019-07-31,1.58,2,109
424,8836316,Welcoming house near Tokyo Sky Tree,45410526,Josie,,Sumida Ku,35.714659999999995,139.81466,Private room,4018,1,209,2020-02-16,3.95,5,249
425,8867660,StunningSpace Shinjuku Kabukicho Min 30 DaysRental,32375531,Calbee,,Shinjuku Ku,35.69686,139.71389,Private room,13032,30,158,2019-05-16,2.97,2,358
426,8878074,Center of Roppongi︎ 2nd floor 55㎡ mobilewifi,29126625,Keiko,,Minato Ku,35.66279,139.73563000000001,Entire home/apt,16181,1,150,2020-02-01,2.98,11,326
427,8883048,Group Family Shinjuku 8min Max11ppl 4Bedrooms & KD,46117832,Yusuke,,Suginami Ku,35.70284,139.65593,Entire home/apt,12054,2,152,2020-01-24,2.95,1,107
431,8995057,Cozy Shinjuku2min HigashiShinjuku 0.5min WiFi!,43979015,Ohkubo,,Shinjuku Ku,35.69923,139.70789,Entire home/apt,15964,1,194,2020-02-15,4.57,9,155
434,9004085,"My Home in Tokyo, Chambre 40mts
駅から4分静かな住宅街1階貸切",43642983,Akiko,,Setagaya Ku,35.64374,139.62409,Private room,5973,1,114,2020-02-18,2.25,1,63
435,9006622,Licensed LM101 2min Oyama 3mins Ikebukuro 6th Year,22193183,Kyoko,,Itabashi Ku,35.74738,139.7023,Entire home/apt,4561,10,128,2020-01-31,2.43,7,182
436,9033566,New Open【ASH】Private Room 3,45113403,Asakusa Senzoku House,,Taito Ku,35.723009999999995,139.79565,Private room,4018,2,105,2020-02-23,1.99,5,156
437,9036683,2 min. to Asakusa line - Quiet area,47063863,Masa,,Ota Ku,35.59618,139.71141,Entire home/apt,5538,2,95,2020-02-14,2.0,1,108
438,9081390,"Central Tokyo, 2min  Station",44607845,Shin,,Shinjuku Ku,35.68769,139.72105,Entire home/apt,10860,4,178,2020-01-02,3.42,3,241
445,9158327,Oshiage sta 3min / Near SkyTree&Aakusa  Free wifi,43721134,Shio,,Sumida Ku,35.706720000000004,139.81335,Entire home/apt,8036,2,129,2020-01-02,2.49,2,182
446,9161211,[K5] 2min SHINJUKU st pocket wifi,19600895,Kokoro House,,Shinjuku Ku,35.70142,139.70658,Entire home/apt,9448,1,172,2019-12-29,3.31,5,332
447,9163537,"Licensed 2min Oyama 3 stops Ikebukuro, 6th Year!",22193183,Kyoko,,Itabashi Ku,35.74655,139.70234,Entire home/apt,4452,5,102,2020-01-03,1.96,7,175
450,9176301,Max6ppl 2BR 6 stops away from Asakusa and SkyTree,12353736,Takano,,Katsushika Ku,35.735659999999996,139.85037,Entire home/apt,12814,1,58,2020-02-23,1.22,1,113
452,9206226,Dormitory for women,46900709,Grapehouse Koenji,,Nakano Ku,35.710190000000004,139.64928999999998,Shared room,3258,1,90,2020-02-03,1.83,4,155
455,9220482,"Simple Cozy Studio Apt, 2 Stops to Shinjuku (#6)",36396507,Yuka,,Shibuya Ku,35.67714,139.67933,Entire home/apt,49955,1,154,2020-02-16,2.96,6,165
456,9239019,SHINJUKU W Fuji House Great VALUE * 2rms 2baths *,10986553,Ronny,,Suginami Ku,35.69144,139.66396,Entire home/apt,12489,2,79,2020-02-19,1.53,1,241
458,9282748,"Safe place 1minute from station,上野Asakusa,秋葉原near",47345218,Maruyama,,Taito Ku,35.722609999999996,139.78656,Entire home/apt,8036,1,230,2020-01-29,4.53,1,129
459,9300646,FAMILY TYPE !! MAX 12 PPL. !! 2 BATH ROOMS !!,43545623,Akira,,Taito Ku,35.704190000000004,139.78275,Entire home/apt,24977,2,118,2020-02-22,2.28,6,82
462,9355938,MODERN-CLASSIC BRIGHT COMFY APT  / SHIBUYA 3MIN!,48217609,Tak,,Shibuya Ku,35.659259999999996,139.70102,Entire home/apt,14878,3,169,2020-02-07,3.29,1,76
471,9454348,Traditional Wooden House and Bath!,48993128,Hiroyuki,,Taito Ku,35.7244,139.7654,Entire home/apt,49955,2,159,2020-01-15,3.11,1,162
472,9456459,(Eng日中) House near Ikebukuro & Itabashi LICENSED,7032277,Angie,,Toshima Ku,35.74258,139.71088999999998,Entire home/apt,28018,2,103,2019-11-05,2.15,2,338
473,9458594,Tokyo's treasure! + super support  =Happy trip^-^/,24230913,Yuni,,Arakawa Ku,35.72889,139.77618,Entire home/apt,8036,3,105,2020-02-13,2.05,8,303
480,9481712,001-702 Oshiage/ 10min walk from TokyoSkyTree,49146494,Shino,,Sumida Ku,35.708059999999996,139.8169,Entire home/apt,7602,2,129,2020-02-16,2.69,16,241
481,9516031,(Eng日中) BIG 3Bedroom Apartment Airport Easy Access,7032277,Angie,,Arakawa Ku,35.7347,139.76833,Entire home/apt,24000,2,114,2020-02-01,2.25,2,122
483,9519391,4min station on foot / Shinjyuku 19min by train,28089811,Masato,,Komae Shi,35.62867,139.57602,Entire home/apt,25955,2,119,2020-02-04,2.77,1,159
485,9532214,【1/F】Asakusabashi Building | for 6-8 ppl,45326126,Hotel Asakusabashi,,Taito Ku,35.70148,139.78574,Entire home/apt,24977,2,72,2020-02-28,1.53,4,253
486,9554622,"民宿许可 徒步西新宿站两分钟 都庁5
分钟 FREE Wi-Fi",49474412,Dong,,Shinjuku Ku,35.69614,139.68979,Entire home/apt,13032,1,46,2020-02-01,2.68,4,231
490,9601749,有民宿许可､新宿駅徒歩圏､買物超便利 ｡,49474412,Dong,,Shinjuku Ku,35.695159999999994,139.6917,Entire home/apt,11837,1,21,2020-01-31,1.66,4,234
491,9619095,OffiialSuperHost/Shinjuku2stop&4min/pocketWiFi/1F,31486638,Shin,,Nakano Ku,35.70789,139.68081,Entire home/apt,11511,2,130,2020-01-01,2.61,1,166
492,9639867,Shibuya South II JP Modern room,29341016,Yasunobu,,Setagaya Ku,35.64685,139.67165,Entire home/apt,5538,3,134,2020-02-22,2.64,1,98
493,9640624,民泊許可済,49474412,Dong,,Shinjuku Ku,35.69513,139.69053,Entire home/apt,13032,1,90,2020-02-25,1.78,4,263
494,9676049,Calm House near Shinjuku/Shibuya #202,43751877,Masami,,Shibuya Ku,35.67949,139.67874,Entire home/apt,12054,2,240,2020-02-28,4.68,13,157
495,9676636,"Licensed 2min Ooyama 3 stops Ikebukuro,6th Year!",22193183,Kyoko,,Itabashi Ku,35.74812,139.7029,Entire home/apt,4561,6,82,2020-01-04,1.62,7,182
498,9704555,★調布駅近徒歩5分｡新宿まで最短15分｡味の素ｽﾀｼﾞｱﾑ･武蔵野の森総合ｽﾎﾟｰﾂﾌﾟﾗｻﾞ近い★,45623186,Satomi,,Chofu Shi,35.65272,139.54804,Private room,4452,2,100,2019-12-19,4.07,2,76
500,9738767,【2/F】Asakusabashi Building | for 6-9 ppl,45326126,Hotel Asakusabashi,,Taito Ku,35.7002,139.78538,Entire home/apt,24977,2,74,2020-01-26,1.54,4,276
501,9738892,【3/F】Asakusabashi Building | for 6-11 ppl,45326126,Hotel Asakusabashi,,Taito Ku,35.69931,139.786,Entire home/apt,24977,2,87,2020-02-13,1.78,4,247
503,9739151,"3房1廳獨棟附停車場!家庭旅遊首選!7分鐘到車站,直通秋葉原新宿,免費wifi",39395489,Aki,,Katsushika Ku,35.71908,139.8639,Entire home/apt,4452,2,86,2020-02-01,1.79,1,317
